"Datum zahájení";"Město";"Název";"Odběratel";"Ulice";"Číslo faktury";"Jazyk";"GPS";"Poznámka";"Ozvučení";"Čas příjezdu (na akci)";"Čas odjezdu (na akci)";"Příprava";"Smlouva";"Web";"Kontaktní osoby";"Země";"Kraj";"Způsob dopravy"
"25.9.2007";"Hosín";"Hosín 25-26.9.2007";"Adam Vačkář";"Zkušebna";"P-bez.03/2007";"Čeština";"49.037076,14.476377";"Divadelní dílna";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"10.1.2006";"České Budějovice";"České Budějovice 10.1.2006";"Kašpárek Ondra";"???";"P-hot.01/2006";"Čeština";"";"účinkování na plese";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"22.1.2006";"České Budějovice";"České Budějovice 22.1.2006";"Bazilika o.p.s.";"Igy";"P-hot.02/2006";"Čeština";"48.983751,14.472511";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"16.1.2006";"České Velenice";"České Velenice 16.1.2006";"KD Beseda";"KD Beseda";"P-př.01/2006";"Čeština";"48.763627,14.958962";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"16.1.2006";"České Velenice";"České Velenice 16.1.2006";"ZDVOJENO";"KD Beseda";"ZDVOJENO";"Čeština";"48.763627,14.958962";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"5.2.2006";"Český Krumlov";"Český Krumov 5.2.2006";"Městské divadlo Český Krumlov o.p.s.";"Divadlo";"P-hot.03/2006";"Čeština";"48.810524,14.319174";"3x";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"6.2.2006";"Český Krumlov";"Český Krumov 6.2.2006";"ZDVOJENO";"Divadlo";"ZDVOJENO";"Čeština";"48.810524,14.319174";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"6.2.2006";"Český Krumlov";"Český Krumov 6.2.2006";"ZDVOJENO";"Divadlo";"ZDVOJENO";"Čeština";"48.810524,14.319174";"3x";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"8.2.2006";"Postupice";"Postupice 8.2.2006";"Zš Postupice";"Zš";"P-přijm..01/2006";"Čeština";"49.729037,14.781445";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"9.2.2006";"Praha ";"Praha 9..2.2006";"Městská část Praha 8";"Divadlo Jiskra";"P-př.02/2006";"Čeština";"50.12399,14.45602";"6x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"9.2.2006";"Praha ";"Praha 9..2.2006";"ZDVOJENO";"Jiskra";"ZDVOJENO";"Čeština";"50.12399,14.45602";"6x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"9.2.2006";"Praha ";"Praha 9..2.2006";"ZDVOJENO";"Jiskra";"ZDVOJENO";"Čeština";"50.12399,14.45602";"6x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"10.2.2006";"Praha ";"Praha 10..2.2006";"ZDVOJENO";"Jiskra";"ZDVOJENO";"Čeština";"50.12399,14.45602";"6x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"9.2.2006";"Praha ";"Praha 10..2.2006";"ZDVOJENO";"Jiskra";"ZDVOJENO";"Čeština";"50.12399,14.45602";"6x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"11.2.2006";"Praha ";"Praha 11.2.2006";"ZDVOJENO";"Jiskra";"ZDVOJENO";"Čeština";"50.12399,14.45602";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"12.2.2006";"Praha ";"Praha 12.2.2006";"O.S.Sklep Sobě";"Dobeška";"P-hot.04/2006";"Čeština";"50.040837,14.415471";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"11.2.2006";"Praha ";"Praha 11.2.2006";"Kulturní dům Klubka";"Klubka";"P-hot.05/2006";"Čeština";"50.034101,14.510924";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"13.2.2006";"Jaroměř";"Jaroměř 12.2.2006";"Měks Jaroměř";"Měks";"P-hot.06/2006";"Čeština";"50.352798,15.918883";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"13.2.2006";"Jaroměř";"Jaroměř 12.2.2006";"ZDVOJENO";"Měks";"ZDVOJENO";"Čeština";"50.352798,15.918883";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"14.2.2006";"Vamberk";"Vamberk 14.2.2006";"Město Vamberk";"Klub Vamberk";"P-př.03/2006";"Čeština";"50.115990,16.290990";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"14.2.2006";"Vamberk";"Vamberk 14.2.2006";"ZDVOJENO";"Kub";"ZDVOJENO";"Čeština";"50.115990,16.290990";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"15.2.2006";"Nové Město na Moravě";"Nové Město na Moravě 15.2.2006";"Novoměstská kulturní zařízení";"Tyršova 1001";"P-hot.07/2006";"Čeština";"49.563893,16.074231";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"15.2.2006";"Nové Město na Moravě";"Nové Město na Moravě 15.2.2006";"ZDVOJENO";"Tyršova";"ZDVOJENO";"Čeština";"49.563893,16.074231";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"1.3.2025";"Kadaň";"Kadaň 1.3.2025";"Kulturní zařízení Kadaň, příspěvková organizace";"Náměstí";"P-př.004/2025";"Čeština";"50.375993,13.271338";"Vůz";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"10.3.2025";"České Budějovice";"České Budějovice 10.3.2025";"Ing. Tomáš Karlík";"Horká Vana";"P-př.005/2025";"Čeština";"48.977420,14.472683";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"1.3.2025";"Vestec";"Vestec 1.3.2025";"Technické služby obce Vestec, příspěvková organizace";"Sportoviště obce Vestec, U Hřiště 575";"A-př.002/2025";"Čeština";"49.983688,14.506352";"Postava Masopusta";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"28.2.2006";"Sedlčany";"Sedlčany 28.2.2006";"NAŠLOSE";"Náměstí";"P-hot.08/2006";"Čeština";"49.658129,14.425318";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"9.3.2006";"Kynšperk nad Ohří";"Kynšperk nad Ohří 9.3.2006";"Městské kulturní středisko v Kynšperku nad Ohří";"Měks";"P-př.04/2006";"Čeština";"50.114378,12.531755";"";"";"";"";"0 min";"";"";"";"Česká republika";"Západočeský";"Iveco"
"9.4.2006";"Nechanice";"Nechanice 9.4.2006";"Město Nechanice";"KD";"P-př.05/2006";"Čeština";"50.23502,15.63432";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"11.3.2006";"Třeboň";"Třeboň 11.3.2006";"Sdružení Telepace z.s.";"???";"P-přijm.13/2006";"Čeština";"";"Výstava";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"18.3.2006";"České Budějovice";"České Budějovice 18.3.2006";"Sdružení Telepace z.s.";"Metropol";"P-přijm.13/2006";"Čeština";"48.971530,14.478798";"Výstava";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"25.3.2006";"Jindřichův Hradec";"Jindřichův Hradec 25.3.2006";"Sdružení Telepace z.s.";"???";"P-přijm.13/2006";"Čeština";"";"Výstava";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"11.3.2006";"Hosín";"Hosín 22.3-7.4.2006";"Sdružení Telepace z.s.";"Fara";"P-hot.09/2006";"Čeština";"49.037082,14.476363";"Výroba kulis";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"25.3.2006";"České Budějovice";"České Budějovice 25.3.+1.4.2006";"Bazilika o.p.s.";"Solnice";"P-hot.10/2006";"Čeština";"48.974529,14.472261";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"8.4.2006";"Konice";"Konice 8.4.2006";"Městské kulturní středisko Konice, příspěvková organizace";"Zámecký sál";"P-hot.11/2006";"Čeština";"49.589070,16.891447";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihomoravský";"Iveco"
"11.4.2006";"Holešov";"Holešov 11.4.2006";"Městské kulturní středisko Holešov, příspěvková";"Kinosál";"P-hot.12/2006";"Čeština";"49.332687,17.581009";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severomoravský";"Iveco"
"21.4.2006";"Týn nad Vltavou ";"Týn nad Vltavou 21.4.2006";"Město Týn nad Vltavou";"KD";"P-hot.14/2006";"Čeština";"49.223591,14.421123";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"14.4.2006";"České Budějovice";"České Budějovice 14.4.2006";"Dřínek Karel";"???";"P-hot.13/2006";"Čeština";"";"Technická spolupráce";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"6.4.2006";"Křemže";"Křemže 6.4.2006";"Základní škola a Mateřská škola Křemže";"Náměstí";"P-přijm.16/2006";"Čeština";"48.90455,14.30524";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"1.5.2006";"Hluboká nad Vltavou";"Hluboká nad Vltavou 1.5.2006";"Jihočeská zoologická zahrada Hluboká nad Vltavou";"ZOO";"P-př.31/2006";"Čeština";"49.041913,14.422527";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"8.5.0006";"Rakovník";"Rakovník 8.5.2006";"Muzeum T.G.M. Rakovník, příspěvková organizace";"Vysoká Brána";"P-př.06/2006";"Čeština";"50.105705,13.731779";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"20.5.2006";"Plzeň";"Plzeň 20.5.2006";"1. základní škola Plzeň, Západní 18, příspěvková organizace";"Bolevec náves";"P-př.11/2006";"Čeština";"49.776353,13.377183";"";"";"";"";"0 min";"";"";"";"Česká republika";"Západočeský";"Iveco"
"20.5.2006";"Praha ";"Praha 13.5.2006";"Historické městečko Křížov, o.p.s.";"Kampa";"P-př.09/2006";"Čeština";"50.086597,14.408618";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"14.5.2006";"České Budějovice";"České Budějovice 14.5.2006";"Bazilika o.p.s.";"Solnice";"P-hot.15/2006";"Čeština";"48.974515,14.472263";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"12.4.2025";"Jindřichův Hradec";"Jindřichův Hradec 12.4.2025";"Muzeum Jindřichohradecka";"Muzeum";"P-př.006/2025";"Čeština";"49.144833,15.004680";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"12.4.2025";"Jindřichův Hradec";"Jindřichův Hradec 12.4.2025";"Město Jindřichův Hradec";"Náměstí průvod";"P-př.007/2025";"Čeština";"49.144833,15.004680";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"15.4.2025";"České Budějovice";"České Budějovice 15.4.2025";"Mateřská škola, Základní škola a Praktická škola při centru ARPIDA, o.p.s.";"U Hvízdala 1402/9 Arpida";"A-hot.001/2025";"Čeština";"48.997696,14.444719";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"19.4.2025";"Lednice";"Lednice 19.4.2025";"Obec Lednice";"Kolonáda";"P-př.008/2025";"Čeština";"00283339";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihomoravský";"Iveco"
"24.4.2025";"Hluboká nad Vltavou";"Hluboká nad Vltavou 24.4.2025";"Mateřská škola Hluboká nad Vltavou";"Mš";"A-bez.001/2025";"Čeština";"49.055496,14.454125";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"24.4.2025";"Hluboká nad Vltavou";"Hluboká nad Vltavou 24.4.2025";"Mateřská škola Hluboká nad Vltavou";"Mš";"A-bez.001/2025";"Čeština";"49.055496,14.454125";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"14.5.2006";"Chlum u Třeboně";"Chlum u Třeboně 14.5.2006";"Obec Staňkov";"u Kostela";"P-př.08/2006";"Čeština";"48.963028,14.930896";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"14.5.2006";"Chlum u Třeboně";"Chlum u Třeboně 14.5.2006";"Obec Hamr";"u Kostela";"P-př.07/2006";"Čeština";"48.963028,14.930896";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"14.5.2006";"Chlum u Třeboně";"Chlum u Třeboně 14.5.2006";"Městys Chlum u Třeboně";"U Kostela";"P-hot.16/2006";"Čeština";"48.963028,14.930896";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"20.5.2006";"Praha ";"Praha 20-21.5.2006";"Historické městečko Křížov, o.p.s.";"Kampa";"P-př.10/2006";"Čeština";"50.086709,14.408630";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"21.5.2006";"Všeradice";"Všeradice 21.5.2006";"Tomáš Suchý";"U Bobeše areál čtyřkolově dráhy";"P-hot.18/2006";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"25.5.2006";"Dubenec";"Dubenec 25.5.2006";"Zš Dubenec";"Zš";"P-přijm.02/2006";"Čeština";"50.380570,15.789900";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"27.5.2006";"Rumburk";"Rumburk 27.5.2006";"Dům kultury Střelnice Rumburk p.o.,";"Dobrovodské náměstí";"P-hot.17/2006";"Čeština";"50.951438,14.556431";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"27.5.2006";"Turnov";"Turnov 27-28.5.2006";"Spolek přátel OMČR";"Areál středověkého tržiště";"P-hot.20/2006";"Čeština";"50.588894,15.158650";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"26.4.2025";"Tábor";"Tábor 26.4.2025";"Město Tábor";"Nám.Mikuláše z Husi";"P-př.009/2025";"Čeština";"49.414121,14.655947";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"27.4.2025";"Vlachovo Březí";"Vlachovo Březí 27.4.2025";"Město Vlachovo Březí";"SOKOLOVNA";"P-př.010/2025";"Čeština";"49.084892,13.961500";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"27.4.2025";"Praha ";"Praha 27.4.2025";"Toulcův dvůr, z.s.";"Středisko ekologické výchovy Toulcův dvůr";"P-př.011/2025";"Čeština";"50.048045,14.518584";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"1.5.2025";"Praha ";"Praha 1.5.2025";"Lukáš Wisla";"Náměstí Míru (Francouzská 1, Praha 2)";"P-př.012/2025";"Čeština";"50.074761,14.437885";"Harmonikář svatba";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"1.5.2025";"Veselí nad Moravou";"Veselí nad Lužnicí 1.5.2025";"Veselské kulturní centrum, z.ú.";"Zámecký park u kavárny";"A-př.003/2025";"Čeština";"48.952943,17.374440";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihomoravský";"Iveco"
"2.6.2006";"Křemže";"Křemže 2.6.2006";"Základní škola a Mateřská škola Křemže";"Zš";"P-přijm.03/2006";"Čeština";"48.904835,14.308169";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"3.6.2006";"Plzeň";"Plzeň 3.6.2006";"Agentura Evita";"ZOO";"P-př.14/2006";"Čeština";"49.758186,13.356142";"Chůdové představení";"";"";"";"0 min";"";"";"";"Česká republika";"Západočeský";"Iveco"
"3.6.2006";"Hvězdonice";"Hvězdonice 3.6.2006";"Obec Hvězdonice";"???";"P-př.13/2006";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"4.6.2006";"Peč u Dačic";"Peč u Dačic 4.6.2006";"International Police Association - sekce Česká republika z.s.";"Fotbalové hřiště";"P-hot.19/2006";"Čeština";"49.001081,15.349546";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"4.6.2006";"České Budějovice";"České Budějovice 4.6.2006";"Heba Agency s.r.o.";"Nákupní centrum Čtyři Dvory";"P-př.15/2006";"Čeština";"48.983227,14.441325";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"8.6.2006";"Jemniště";"Jemniště 8.6.2006";"Berounští Měšťané s.r.o.";"Zámek";"P-př.16/2006";"Čeština";"49.743643,14.785786";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"9.6.2006";"Beroun";"Beroun 9.6.2006";"Agentura Hnízdo";"Berounské hradby";"P-př.18/2006";"Čeština";"49.962015,14.071925";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"9.6.2006";"Potsdam";"Babelsberg 9.6.2006";"Tschechisches Zentrum-CzechPoint";"Webweplatz";"P-přijm.12/2006";"Němčina";"52.394068,13.095264";"";"";"";"";"0 min";"";"";"";"Německo";"";"Iveco"
"10.6.2006";"Potsdam";"Babelsberg 9.6.2006";"Tschechisches Zentrum-CzechPoint";"Webwrplatz";"P-přijm.12/2006";"Němčina";"52.394068,13.095264";"";"";"";"";"0 min";"";"";"";"Německo";"";"Iveco"
"11.6.2006";"Potsdam";"Babelsberg 11.6.2006";"Tschechisches Zentrum-CzechPoint";"Weberplatz";"P-přijm.12/2006";"Němčina";"52.394068,13.095264";"";"";"";"";"0 min";"";"";"";"Německo";"";"Iveco"
"10.6.2006";"Greillenstein";"Horn-Greillenstein 10.6.2006";"Samhaber Thomas";"???";"P-přijm.11/2006";"Němčina";"48.655338,15.508481";"";"";"";"";"0 min";"";"";"";"Rakousko";"";"Iveco"
"10.6.2006";"Greillenstein";"Horn-Greillenstein 10.6.2006";"Samhaber Thomas";"???";"P-přijm.11/2006";"Němčina";"48.655338,15.508481";"";"";"";"";"0 min";"";"";"";"Rakousko";"";"Iveco"
"11.6.2006";"Greillenstein";"Horn-Greillenstein 11.6.2006";"Samhaber Thomas";"???";"P-přijm.11/2006";"Němčina";"48.655350,15.508608";"";"";"";"";"0 min";"";"";"";"Rakousko";"";"Iveco"
"11.6.2006";"Greillenstein";"Horn-Greillenstein 11.6.2006";"Samhaber Thomas";"???";"P-přijm.11/2006";"Němčina";"48.655350,15.508608";"";"";"";"";"0 min";"";"";"";"Rakousko";"";"Iveco"
"15.6.2006";"Staré Město pod Landštejnem";"Landštejn 15.6.2006";""NEZNÁMÝ"";"Hrad";"P-přijm.17/2006";"Čeština";"49.024477,15.230163";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"17.6.2006";"Český Krumlov";"Český Krumlov 17.6.2006";"GAPA";"Zámecká jízdárna";"P-hot.21/2006";"Čeština";"48.812717,14.310580";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"23.6.2006";"Prachatice";"Prachatice 23.6.2006";"Agentura Kultur-Kontakt";"Náměstí";"P-hot.23/2006";"Čeština";"49.012585,13.997573";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"24.6.2006";"Postupice";"Postupice 24.6.2006";"ZÁŠKOLÁK, z.s.";"škola";"P-př.19/2006";"Čeština";"49.728977,14.781579";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"24.6.2006";"Kutná Hora";"Kutná Hora 24-25.6.2006";"Stříbrná Kutná Hora, z.s.";"Historické centrum";"P-hot.27/2006";"Čeština";"49.947760,15.265412";"Postava Krále";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"25.6.2006";"Karlovy Vary";"Karlovy Vary 25.6.2006";"Galerie umění Karlovy Vary, příspěvková organizace Karlovarského kraje";"Galerie umění";"P-př.17/2006";"Čeština";"50.21729,12.88666";"";"";"";"";"0 min";"";"";"";"Česká republika";"Západočeský";"Iveco"
"26.6.2006";"Praha ";"Praha 26.6.2006";"Církev československá husitská";"???";"P-přijm.18/2006";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"28.6.2006";"Osov";"Osob 28.6.2006";"Základní škola a Mateřská škola Osov, okres Beroun";"Zš";"P-přijm.04/2006";"Čeština";"49.847221,14.084982";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"29.6.2006";"České Budějovice";"České Budějovice 29.6.2006";"Statutární město České Budějovice";"Náměstí";"P-př.20/2006";"Čeština";"48.974347,14.473791";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"22.12.2006";"České Budějovice";"České Budějovice 22.12.2006";"ČESKO-ANGLICKÉ GYMNÁZIUM S.R.O.";"Solnice";"A-hot.65/2006";"Čeština";"48.974690,14.472289";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"21.12.2006";"Praha ";"Praha 21.12.2006";"O.S.Sklep Sobě";"Dobeška";"A-hot.64/2006";"Čeština";"50.040842,14.415429";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"11.12.2006";"Úvaly";"Úvaly 11.12.2006";"Zš Úvaly";"???";"A-hot.63/2006";"Čeština";"";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"11.12.2006";"Úvaly";"Úvaly 11.12.2006";"Zš Úvaly";"???";"A-hot.63/2006";"Čeština";"";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"3.12.2006";"Hůry";"Hůry 3.12.2006";"Marie Kubovcová";"???";"A-hot.62/2006";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"30.11.2006";"České Budějovice";"České Budějovice 30.11.2006";"Heba Agency s.r.o.";"???";"A-hot.61/2006";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"1.7.2006";"Sázava";"Sázava 1.7.2006";"Církev československá husitská";"Sázavský klášter";"P-přijm.09/2006";"Čeština";"49.87731,14.89777";"Postavy Cyrila a Metoděje";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"1.7.2006";"České Budějovice";"České Budějovice 1.7.2006";"Heba Agency s.r.o.";"Husova";"P-přijm.10/2006";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"6.7.2006";"Chrudim";"Chrudim 6.7.2006";"Luboš Sobotka";"???";"P-př.21/2006";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"8.7.2006";"Choustník";"Choustík 8.7.2006";"Šermířská a divadelní společnost Zikmunda Wintera";"Hrad";"P-hot.25/2006";"Čeština";"49.331069,14.853236";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"9.7.2006";"Černá v Pošumaví";"Černá v Pošumaví 9.7.2006";"Art servis";"Zahrada Mš";"P-hot.24/2006";"Čeština";"";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"15.5.2025";"České Budějovice";"České Budějovice 15.5.2025";"BUDE CIRKUS, z.s.";"České Vrbné-vodní kanál, dětské hřiště";"P-př.013/2025";"Čeština";"49.014459,14.452060";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"17.5.2025";"Vodňany";"Vodňany 17.5.2025";"Městské kulturní středisko Vodňany";"Sportovní areál Blanice";"A-př.004/2025";"Čeština";"49.152045,14.179975";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"24.5.2025";"Dobříš";"Dobříš 24.5.2025";"Kulturní středisko Dobříš";"Park za kinem";"P-př.014/2025";"Čeština";"49.783255,14.169183";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"25.5.2025";"Přelouč";"Přelouči 25.5.2025";"Chateau Čivice s.r.o.";"Kiekert-CS, s.r.o.-Jaselská 593, 535 01 Přelouč";"P-př.015/2025";"Čeština";"50.037649,15.578433";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"1.6.2025";"Tábor";"Tábor 1.6.2025";"Město Tábor";"Tismenické údolí";"P-př.019/2025";"Čeština";"49.412496,14.653553";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"1.6.2025";"Úsilné";"Úsilné 1.6.2025";"Obec Úsilné";"U hasičárny";"P-př.018/2025";"Čeština";"49.011492,14.507415";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"1.6.2025";"Praha ";"Praha 1.6.2025";"Petra Nováková";"ZOO";"A-př.006/2025";"Čeština";"50.114857,14.408874";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"31.5.2025";"Obec Bílovice nad Svitavou";"Bílovice nad Svitavou 31.5.2025";"Obec Bílovice nad Svitavou";"Hřiště za Sokolovnou, Bílovice nad Svitavou";"P-př.017/2025";"Čeština";"49.246247,16.676448";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihomoravský";"Iveco"
"31.5.2025";"Písek";"Písek 31.5.2025";"Divadlo pod Čarou";"Palackého sady-šapito";"A-př.005/2025";"Čeština";"49.309910,14.149555";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"31.5.2025";"Pardubice";"Pardubice 31.5.2025";"Czech marketing, s.r.o.";"Dostihové závodiště";"P-př.016/2025";"Čeština";"50.019246,15.748519";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"5.6.2025";"České Budějovice";"České Budějovice 5.6.2025";"ROSKA ČESKÉ BUDĚJOVICE, z.p.s.";"Náměstí Přemysla Otakara II";"P-př.020/2025";"Čeština";"48.974252,14.473619";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"7.6.2025";"České Budějovice";"České Budějovice 7.6.2025";"My Imaginarium, s.r.o.";"OC Čtyři Dvory";"P-př.021/2025";"Čeština";"48.982500,14.441673";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"11.6.2025";"Chlum u Třeboně";"Chlum u Třeboně 11.6.2025";"Městys Chlum u Třeboně";"Zahrada školy";"P-př.030/2025";"Čeština";"48.962884,14.931132";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"13.6.2025";"Praha ";"Praha 13.6.2025";"Městská část Praha 18";"Park před OC Letňany";"P-př.022/2025";"Čeština";"50.139531,14.502345";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"14.6.2025";"Praha ";"Praha 14.6.2025";"My Imaginarium, s.r.o.";"OC Bořislavka";"A-př.007/2025";"Čeština";"50.098636,14.366426";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"17.6.2025";"Roštejn";"Roštejn 17.6.2025";"Karel Paštyka";"Hrad";"P-př.023/2025";"Čeština";"49.252284,15.426234";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
